Symbol,Company Name,Industry,Market Cap
CVT,Cvent Holding,Software - Application,4088232347
CVU,CPI Aerostructures,Aerospace & Defense,47056920
CVV,CVD Equipment,Specialty Industrial Machinery,96566100
CVX,Chevron,Oil & Gas Integrated,3.11092E+11
CW,Curtiss-Wright,Aerospace & Defense,6751938942
CWAN,Clearwater Analytics Holdings,Software - Application,4761250753
CWBC,Community West Bancshares,Banks - Regional,111294700
CWBR,CohBar,Biotechnology,5203405
CWCO,Consolidated Water Co.,Utilities - Regulated Water,257302015
CWEN,Clearway Energy,Utilities - Renewable,6317631840
CWEN.A,Clearway Energy,Utilities - Renewable,6320263620
CWH,Camping World Holdings,Auto & Truck Dealerships,928017942
CWK,Cushman & Wakefield,Real Estate Services,2379910920
CWST,Casella Waste Systems,Waste Management,4192159762
CWT,California Water Service Group,Utilities - Regulated Water,3235972380
CX,"CEMEX,",Building Materials,8023089635
CXAC,C5 Acquisition,Shell Companies,374827299
CXAI,CXApp,Software - Application,14186943
CXDO,Crexendo,Telecom Services,42400215
CXM,Sprinklr,Software - Application,3382987524
CXW,CoreCivic,REIT - Specialty,1049352000
CYAD,Celyad Oncology,Biotechnology,21163800
CYAN,Cyanotech,Packaged Foods,5501145
CYBN,Cybin,Biotechnology,72849700
CYBR,CyberArk Software,Software - Infrastructure,6077656984
CYCC,Cyclacel Pharmaceuticals,Biotechnology,7153614
CYCN,Cyclerion Therapeutics,Biotechnology,18885454
CYD,China Yuchai International,Specialty Industrial Machinery,322369620
CYH,Community Health Systems,Medical Care Facilities,660049600
CYN,Cyngn,Software - Application,41812304
CYRX,Cryoport,Integrated Freight & Logistics,1160059200
CYT,Cyteir Therapeutics,Biotechnology,64877540
CYTH,Cyclo Therapeutics,Drug Manufacturers - Specialty & Generic,8867171
CYTK,"Cytokinetics,",Biotechnology,3348729666
CYTO,Altamira Therapeutics,Biotechnology,3056627
CYXT,Cyxtera Technologies,Information Technology Services,54875494
CZFS,Citizens Financial Services,Banks - Regional,331794596
CZNC,Citizens & Northern,Banks - Regional,332734802
CZOO,Cazoo Group,Auto & Truck Dealerships,95730291
CZR,Caesars Entertainment,Resorts & Casinos,10502984220
CZWI,Citizens Community Bancorp,Banks - Regional,111222508
D,Dominion Energy,Utilities - Regulated Electric,46698883857
DAC,Danaos,Marine Shipping,1111500614
DADA,Dada Nexus,Internet Retail,2163924002
DAIO,Data I/O,Electronic Components,43817409
DAKT,Daktronics,Electronic Components,257790519
DAL,Delta Air Lines,Airlines,22392065042
DALN,DallasNews,Publishing,23658001
DALS,DA32 Life Science Tech Acquisition,Shell Companies,259577980
DAN,Dana Incorporated,Auto Parts,2172151330
DAO,Youdao,Education & Training Services,1113516941
DAR,Darling Ingredients,Packaged Foods,9338627200
DARE,Daré Bioscience,Biotechnology,88213732
DASH,DoorDash,Internet Content & Information,25266435268
DATS,DatChat,Software - Application,11761115
DAVA,Endava,Software - Infrastructure,3823247390
DAVE,Dave Inc.,Software - Application,71820084
DAWN,Day One Biopharmaceuticals,Biotechnology,983859580
DB,Deutsche Bank Aktiengesellschaft,Banks - Regional,20806346400
DBD,"Diebold Nixdorf,",Software - Application,95532595
DBGI,Digital Brands Group,Apparel Retail,6526001
DBI,Designer Brands,Apparel Retail,556330725
DBRG,DigitalBridge Group,REIT - Diversified,1916685334
DBTX,Decibel Therapeutics,Biotechnology,75545300
DBVT,DBV Technologies,Biotechnology,318183060
DBX,Dropbox,Software - Infrastructure,7736889657
DC,Dakota Gold,Gold,272560284
DCBO,Docebo,Software - Application,1340916360
DCFC,Tritium DCFC,Electrical Equipment & Parts,196218880
DCGO,DocGo,Medical Care Facilities,886694200
DCI,Donaldson Company,Specialty Industrial Machinery,7924173840
DCO,Ducommun,Aerospace & Defense,669075945
DCOM,Dime Community Bancshares,Banks - Regional,875403872
DCP,"DCP Midstream, LP",Oil & Gas Midstream,8700748054
DCPH,Deciphera Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1173385723
DCTH,Delcath Systems,Medical Devices,57856500
DD,DuPont de Nemours,Specialty Chemicals,32894917112
DDD,3D Systems,Computer Hardware,1405981600
DDI,DoubleDown Interactive Co.,Electronic Gaming & Multimedia,395436132
DDL,Dingdong (Cayman),Grocery Stores,835010640
DDOG,Datadog,Software - Application,23243423636
DDS,Dillard's,Department Stores,5249020800
DE,Deere & Company,Farm & Heavy Construction Machinery,1.22345E+11
DEA,Easterly Government Properties,REIT - Office,2431457729
DECA,Denali Capital Acquisition,Shell Companies,113311565
DECK,Deckers Outdoor,Footwear & Accessories,11849823315
DEI,Douglas Emmett,REIT - Office,2547501288
DELL,Dell Technologies,Computer Hardware,28795505151
DEN,Denbury,Oil & Gas E&P,4367452911
DENN,Denny's,Restaurants,629701884
DEO,Diageo,Beverages - Wineries & Distilleries,1.02185E+11
DERM,Journey Medical,Drug Manufacturers - Specialty & Generic,27939249
DESP,Despegar.com,Travel Services,406699478
DFFN,Diffusion Pharmaceuticals,Biotechnology,8465502
DFH,Dream Finders Homes,Residential Construction,1232173110
DFIN,Donnelley Financial Solutions,Capital Markets,1180903032
DFLI,Dragonfly Energy Holdings,Electrical Equipment & Parts,129818100
DFS,Discover Financial Services,Credit Services,25635240449
DG,Dollar General,Discount Stores,46113469680
DGHI,Digihost Technology,Software - Application,46185848
DGICA,Donegal Group,Insurance - Property & Casualty,500742377
DGICB,Donegal Group,Insurance - Property & Casualty,495722912
DGII,Digi International,Communication Equipment,1203844448
DGLY,Digital Ally,Security & Protection Services,12728885
DGX,Quest Diagnostics,Diagnostics & Research,15749978040
DH,Definitive Healthcare,Health Information Services,1111487340
DHAC,Digital Health Acquisition,Shell Companies,46295066
DHC,Diversified Healthcare Trust,REIT - Healthcare Facilities,323574739
DHCA,DHC Acquisition,Shell Companies,124013742
DHI,D.R. Horton,Residential Construction,33546061388
DHIL,Diamond Hill Investment Group,Asset Management,502131934
DHR,Danaher,Diagnostics & Research,1.83631E+11
DHT,DHT Holdings,Oil & Gas Midstream,1761889556
DHX,DHI Group,Staffing & Employment Services,187273244
DIBS,1stdibs.Com,Internet Retail,155894754
DICE,DICE Therapeutics,Biotechnology,1366923015
DIN,Dine Brands Global,Restaurants,1055731884
DINO,HF Sinclair,Oil & Gas Refining & Marketing,9491478680
DIOD,Diodes,Semiconductors,4219346292
DIS,The Walt Disney Company,Entertainment,1.82918E+11
DISA,Disruptive Acquisition Corporation I,Shell Companies,350281270
DISH,DISH Network,Telecom Services,4955648571
DIST,Distoken Acquisition,Shell Companies,90373200
DIT,AMCON Distributing Company,Food Distribution,102045684
DJCO,Daily Journal,Software - Application,392398469
DK,Delek US Holdings,Oil & Gas Refining & Marketing,1537503120
DKDCA,Data Knights Acquisition,Shell Companies,66190545
DKL,"Delek Logistics Partners, LP",Oil & Gas Midstream,2066023012
DKNG,DraftKings,Gambling,8938492795
DKS,DICK'S Sporting Goods,Specialty Retail,12148350648
DLA,Delta Apparel,Apparel Manufacturing,77011220
DLB,Dolby Laboratories,Information Technology Services,8185107125
DLHC,DLH Holdings,Specialty Business Services,157792790
DLNG,Dynagas LNG Partners LP,Oil & Gas Midstream,104150226
DLO,DLocal,Software - Infrastructure,4800876554
DLPN,Dolphin Entertainment,Entertainment,18487521
DLR,Digital Realty Trust,REIT - Office,28637309760
DLTH,Duluth Holdings,Apparel Retail,213257242
DLTR,Dollar Tree,Discount Stores,31757279400
DLX,Deluxe,Advertising Agencies,694028800
DM,Desktop Metal,Computer Hardware,733272237
DMAC,DiaMedica Therapeutics,Biotechnology,40457943
DMAQ,Deep Medicine Acquisition,Shell Companies,48994414
DMLP,"Dorchester Minerals,",Oil & Gas E&P,1162272735
DMRC,Digimarc,Information Technology Services,398305500
DMS,Digital Media Solutions,Advertising Agencies,44717456
DMTK,DermTech,Diagnostics & Research,111751296
DMYS,"dMY Technology Group, Inc. VI",Shell Companies,316618708
DMYY,dMY Squared Technology Group,Shell Companies,82908150
DNA,Ginkgo Bioworks Holdings,Biotechnology,2756531441
DNAB,Social Capital Suvretta Holdings Corp. II,Shell Companies,325915800
DNAD,Social Capital Suvretta Holdings Corp. IV,Shell Companies,325915800
DNB,Dun & Bradstreet Holdings,Financial Data & Stock Exchanges,5113439086
DNLI,Denali Therapeutics,Biotechnology,3149061120
DNMR,Danimer Scientific,Specialty Chemicals,349792050
DNN,Denison Mines,Uranium,910543516
DNOW,NOW Inc.,Oil & Gas Equipment & Services,1230146050
DNUT,Krispy Kreme,Grocery Stores,2613955000
DO,Diamond Offshore Drilling,Oil & Gas Drilling,1219892800
DOC,Physicians Realty Trust,REIT - Healthcare Facilities,3708373239
DOCN,DigitalOcean Holdings,Software - Infrastructure,3797774354
DOCS,Doximity,Health Information Services,6268444362
DOCU,DocuSign,Software - Application,11771061034
DOGZ,Dogness (International),Leisure,29106184
DOLE,Dole plc,Farm Products,1114116608
DOMA,Doma Holdings,Real Estate Services,134532872
DOMH,Dominari Holdings,Biotechnology,17662022
DOMO,"Domo, Inc.",Software - Application,494368248
DOOO,BRP Inc.,Recreational Vehicles,6139317780
DOOR,Masonite International,Building Products & Equipment,2013196907
DORM,Dorman Products,Auto Parts,2712506082
DOUG,Douglas Elliman,Real Estate Services,262533760
DOV,Dover,Specialty Industrial Machinery,21236806956
DOW,Dow Inc.,Chemicals,38811956541
DOX,Amdocs,Software - Infrastructure,11580065640
DOYU,DouYu International Holdings,Internet Content & Information,377805960
DPCS,DP Cap Acquisition Corp I,Shell Companies,300437479
DPRO,Draganfly,Aerospace & Defense,43265920
DPSI,Decisionpoint Systems,Software - Application,49267283
DPZ,Domino's Pizza,Restaurants,11683467608
DQ,Daqo New Energy,Semiconductor Equipment & Materials,3512048961
DRCT,Direct Digital Holdings,Advertising Agencies,10538942
DRD,DRDGOLD,Gold,824542936
DRH,DiamondRock Hospitality Company,REIT - Hotel & Motel,1715251140
DRI,Darden Restaurants,Restaurants,18883747800
DRIO,DarioHealth,Diagnostics & Research,106592228
DRMA,Dermata Therapeutics,Biotechnology,1103098
DRQ,Dril-Quip,Oil & Gas Equipment & Services,980391811
DRRX,DURECT,Drug Manufacturers - Specialty & Generic,110916597
DRS,Leonardo DRS,Aerospace & Defense,3551186169
DRTS,Alpha Tau Medical,Biotechnology,198415452
DRTT,DIRTT Environmental Solutions,Engineering & Construction,52213584
DRUG,Bright Minds Biosciences,Biotechnology,8234447
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,5075045780
DSAQ,Direct Selling Acquisition,Shell Companies,301874990
DSEY,Diversey Holdings,Personal Services,2625827865
DSGN,Design Therapeutics,Biotechnology,322792841
DSGR,Distribution Solutions Group,Industrial Distribution,960187936
DSGX,The Descartes Systems Group,Software - Application,6837565908
DSKE,Daseke,Trucking,348799244
DSP,Viant Technology,Software - Application,268525926
DSS,"DSS, Inc.",Packaging & Containers,29888653
DSWL,Deswell Industries,Electronic Components,42228280
DSX,Diana Shipping,Marine Shipping,415104300
DT,Dynatrace,Software - Application,12226899600
DTC,Solo Brands,Internet Retail,457142702
DTE,DTE Energy Company,Utilities - Regulated Electric,22577070320
DTEA,DAVIDsTEA,Packaged Foods,12780651
DTIL,Precision BioSciences,Biotechnology,84174106
DTM,DT Midstream,Oil & Gas Midstream,4783380308
DTOC,Digital Transformation Opportunities,Shell Companies,431465625
DTSS,Datasea,Software - Infrastructure,29676012
DTST,Data Storage,Information Technology Services,12484498
DUET,DUET Acquisition,Shell Companies,116513999
DUK,Duke Energy,Utilities - Regulated Electric,74344412560
DUNE,Dune Acquisition,Shell Companies,54341100
DUO,Fangdd Network Group,Real Estate Services,6496509
DUOL,Duolingo,Software - Application,5798080562
DUOT,Duos Technologies Group,Software - Application,20039264
DV,DoubleVerify Holdings,Software - Application,4990940309
DVA,DaVita,Medical Care Facilities,7332344000
DVAX,Dynavax Technologies,Drug Manufacturers - Specialty & Generic,1252609470
DVN,Devon Energy,Oil & Gas E&P,33098940000
DWAC,Digital World Acquisition,Shell Companies,522866521
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,38750930
DX,Dynex Capital,REIT - Mortgage,652497168
DXC,DXC Technology Company,Information Technology Services,5819551920
DXCM,DexCom,Medical Devices,44893580379
DXF,Dunxin Financial Holdings,Credit Services,2985726
DXLG,Destination XL Group,Apparel Retail,345035649
DXPE,DXP Enterprises,Industrial Distribution,505145724
DXR,Daxor,Medical Instruments & Supplies,47201231
DXYN,The Dixie Group,Textile Manufacturing,11842776
DY,Dycom Industries,Engineering & Construction,2749123845
DYAI,Dyadic International,Biotechnology,50842318
DYN,Dyne Therapeutics,Biotechnology,649016064
DYNT,Dynatronics,Medical Devices,5721404
DZSI,DZS Inc.,Communication Equipment,244975032
E,Eni S.p.A.,Oil & Gas Integrated,46835600896
EA,Electronic Arts,Electronic Gaming & Multimedia,33030762600
EAC,Edify Acquisition,Shell Companies,88109392
EAF,GrafTech International,Electrical Equipment & Parts,1247144040
EAR,Eargo,Medical Devices,97071624
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,100604950
EAST,Eastside Distilling,Beverages - Wineries & Distilleries,5508720
EAT,Brinker International,Restaurants,1674390200
EB,Eventbrite,Software - Application,854362106
EBAY,eBay Inc.,Internet Retail,23821365600
EBC,Eastern Bankshares,Banks - Regional,2223290640
EBET,"EBET, Inc.",Gambling,10344530
EBF,Ennis,Business Equipment & Supplies,544889676
EBIX,"Ebix, Inc.",Software - Application,407605294
EBMT,Eagle Bancorp Montana,Banks - Regional,112965083
EBON,Ebang International Holdings,Computer Hardware,44017262
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Regulated Electric,15296072364
EBS,Emergent BioSolutions,Drug Manufacturers - Specialty & Generic,519452472
EBTC,Enterprise Bancorp,Banks - Regional,382207540
EC,Ecopetrol,Oil & Gas Integrated,21709564969
ECBK,ECB Bancorp,Banks - Regional,127352470
ECC,Eagle Point Credit Company,Asset Management,614863820
ECL,Ecolab,Specialty Chemicals,47121427748
ECOR,electroCore,Medical Devices,27163840
ECPG,Encore Capital Group,Mortgage Finance,1176630215
ECVT,Ecovyst,Specialty Chemicals,1361293700
ECX,ECARX Holdings,Auto Parts,1970386823
ED,Consolidated Edison,Utilities - Regulated Electric,33967154385
EDAP,EDAP TMS,Medical Devices,400128471
EDBL,Edible Garden AG,Farm Products,4576172
EDIT,Editas Medicine,Biotechnology,500033950
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,635896932
EDR,Endeavor Group Holdings,Entertainment,6975260363
EDRY,EuroDry,Marine Shipping,47893230
EDSA,Edesa Biotech,Biotechnology,18295540
EDTK,Skillful Craftsman Education Technology,Education & Training Services,27714000
EDTX,EdtechX Holdings Acquisition Corp. II,Shell Companies,65609092
EDU,New Oriental Education & Technology Group,Education & Training Services,6561306180
EDUC,Educational Development,Publishing,25617073
EE,Excelerate Energy,Utilities - Renewable,2397230640
EEFT,Euronet Worldwide,Software - Infrastructure,5575551780
EEIQ,Elite Education Group International,Education & Training Services,15442920
EEX,Emerald Holding,Advertising Agencies,252519552
EFC,Ellington Financial,REIT - Mortgage,833284832
EFHT,EF Hutton Acquisition Corporation I Common Stock,Shell Companies,149105175
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",10154536
EFSC,Enterprise Financial Services,Banks - Regional,1662257233
EFSH,1847 Holdings LLC,Conglomerates,4218390
EFTR,eFFECTOR Therapeutics,Biotechnology,15260192
EFX,Equifax,Consulting Services,24995364680
EFXT,Enerflex,Oil & Gas Equipment & Services,737484440
EGAN,eGain,Software - Application,243880362
EGBN,Eagle Bancorp,Banks - Regional,1035866377
EGGF,EG Acquisition,Shell Companies,286312520
EGHT,"8x8, Inc.",Software - Application,471410160
EGIO,Edgio,Software - Infrastructure,175295887
EGLE,Eagle Bulk Shipping,Marine Shipping,623741300
EGLX,Enthusiast Gaming Holdings,Internet Content & Information,87627010
EGO,Eldorado Gold,Gold,1914538277
EGP,EastGroup Properties,REIT - Industrial,7200413408
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,371198754
EGY,VAALCO Energy,Oil & Gas E&P,488913840
EH,EHang Holdings,Aerospace & Defense,626784129
EHAB,Enhabit,Medical Care Facilities,690191944
EHC,Encompass Health,Medical Care Facilities,5395252340
EHTH,eHealth,Insurance Brokers,258464232
EIC,Eagle Point Income Company,,108002963
EIG,Employers Holdings,Insurance - Specialty,1131258150
EIGR,Eiger BioPharmaceuticals,Biotechnology,39605669
EIX,Edison International,Utilities - Regulated Electric,27009640495
EJH,E-Home Household Service Holdings,Personal Services,23314177
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,21684960
EL,The Estée Lauder Companies,Household & Personal Products,88040440214
ELA,Envela,Luxury Goods,175009900
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,4620504275
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,72256145
ELDN,Eledon Pharmaceuticals,Biotechnology,32466048
ELEV,Elevation Oncology,Biotechnology,44965970
ELF,e.l.f. Beauty,Household & Personal Products,4388818545
ELLO,Ellomay Capital,Utilities - Renewable,154231200
ELMD,Electromed,Medical Devices,88547264
ELME,Elme Communities,REIT - Office,1566322000
ELOX,Eloxx Pharmaceuticals,Biotechnology,5437689
ELP,Companhia Paranaense de Energia - COPEL,Utilities - Diversified,18389615247
ELS,Equity LifeStyle Properties,REIT - Residential,13120155653
ELSE,Electro-Sensors,Scientific & Technical Instruments,16008853
ELTK,Eltek,Electronic Components,24265643
ELV,Elevance Health,Healthcare Plans,1.09186E+11
ELVN,Enliven Therapeutics,Biotechnology,144460985
ELYM,Eliem Therapeutics,Biotechnology,77046330
ELYS,Elys Game Technology,Gambling,19949779
EM,Smart Share Global,Personal Services,311350576
EMAN,eMagin,Electronic Components,171513056
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,1610522384
EMBK,Embark Technology,Software - Application,65815536
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,Shell Companies,202107325
EME,EMCOR Group,Engineering & Construction,7753559402
EMKR,EMCORE,Semiconductors,43779925
EML,The Eastern Company,Tools & Accessories,121204170
EMLD,FTAC Emerald Acquisition,Shell Companies,352187322
EMN,Eastman Chemical Company,Specialty Chemicals,10048098920
EMR,Emerson Electric Co.,Specialty Industrial Machinery,49791796000
EMX,EMX Royalty,Other Industrial Metals & Mining,220088030
ENB,Enbridge,Oil & Gas Midstream,77251081331
ENCP,Energem,Shell Companies,157227705
ENER,Accretion Acquisition,Shell Companies,268008450
ENFN,Enfusion,Software - Application,767271792
ENG,ENGlobal,Engineering & Construction,19070482
ENIC,Enel Chile,Utilities - Regulated Electric,3734991130
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5101694240
ENLT,Enlight Renewable Energy,Utilities - Renewable,1971411840
ENLV,Enlivex Therapeutics,Biotechnology,67018588
ENOB,Enochian Biosciences,Biotechnology,50976103
ENOV,Enovis,Specialty Industrial Machinery,2905854948
ENPH,Enphase Energy,Solar,28702587478
ENR,Energizer Holdings,Electrical Equipment & Parts,2478516900
ENS,EnerSys,Electrical Equipment & Parts,3549091440
ENSC,Ensysce Biosciences,Biotechnology,73024416
ENSG,The Ensign Group,Medical Care Facilities,5324644834
ENSV,Enservco,Oil & Gas Equipment & Services,7499680
ENTA,Enanta Pharmaceuticals,Biotechnology,844646016
ENTF,Enterprise 4.0 Technology Acquisition,Shell Companies,398426010
ENTG,Entegris,Semiconductor Equipment & Materials,12273863286
ENTX,Entera Bio,Biotechnology,33419484
ENV,Envestnet,Software - Application,3169341666
ENVA,Enova International,Credit Services,1401842031
ENVB,Enveric Biosciences,Biotechnology,3588130
ENVX,Enovix,Electrical Equipment & Parts,2352499800
ENZ,Enzo Biochem,Diagnostics & Research,124653654
EOCW,Elliott Opportunity II,Shell Companies,780540968
EOG,EOG Resources,Oil & Gas E&P,67370805788
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,477242982
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,256380106
EP,Empire Petroleum,Oil & Gas E&P,274212601
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1458095100
EPAM,EPAM Systems,Information Technology Services,17245722000
EPC,Edgewell Personal Care Company,Household & Personal Products,2181117624
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,56223981901
EPIX,ESSA Pharma,Biotechnology,134909280
EPM,Evolution Petroleum,Oil & Gas E&P,212418990
EPOW,Sunrise New Energy Co.,Consulting Services,68923680
EPR,EPR Properties,REIT - Specialty,2868465180
EPRT,Essential Properties Realty Trust,REIT - Diversified,3587122549
EPSN,Epsilon Energy,Oil & Gas E&P,122426976
EQ,Equillium,Biotechnology,25122293
EQBK,Equity Bancshares,Banks - Regional,385004571
EQC,Equity Commonwealth,REIT - Office,2269008310
EQH,Equitable Holdings,Insurance - Diversified,9186355494
EQIX,Equinix,REIT - Specialty,66901119568
EQNR,Equinor ASA,Oil & Gas Integrated,88452551380
EQR,Equity Residential,REIT - Residential,23558699520
EQRX,"EQRx, Inc.",Biotechnology,947889836
EQS,Equus Total Return,Asset Management,21088236
EQT,EQT Corporation,Oil & Gas E&P,11499087600
EQX,Equinox Gold,Gold,1607490182
ERAS,Erasca,Biotechnology,489666800
ERES,East Resources Acquisition Company,Shell Companies,188026000
ERF,Enerplus,Oil & Gas E&P,3119476800
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,19481318438
ERIE,Erie Indemnity Company,Insurance Brokers,12152720975
ERII,Energy Recovery,Pollution & Treatment Controls,1297237865
ERJ,Embraer,Aerospace & Defense,3006367001
ERNA,Eterna Therapeutics,Biotechnology,17432038
ERO,Ero Copper,Copper,1627471763
ERYP,ERYTECH Pharma,Biotechnology,31512194
ES,Eversource Energy,Utilities - Regulated Electric,27287148354
ESAB,ESAB Corporation,Metal Fabrication,3555695022
ESAC,ESGEN Acquisition,Shell Companies,362249979
ESBA,"Empire State Realty OP,",REIT - Office,1807336956
ESCA,"Escalade,",Leisure,198733740
ESE,ESCO Technologies,Scientific & Technical Instruments,2470770975
ESEA,Euroseas,Marine Shipping,131721047
ESGR,Enstar Group,Insurance - Diversified,4078901346
ESI,Element Solutions,Specialty Chemicals,4660642444
ESLT,Elbit Systems,Aerospace & Defense,7547928408
ESMT,EngageSmart,Software - Infrastructure,3199138096
ESNT,Essent Group,Insurance - Specialty,4329244800
ESOA,Energy Services of America,Engineering & Construction,38167888
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,54728258
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,141156702
ESQ,Esquire Financial Holdings,Banks - Regional,320551966
ESRT,Empire State Realty Trust,REIT - Diversified,1787235754
ESS,Essex Property Trust,REIT - Residential,13957125212
ESSA,ESSA Bancorp,Banks - Regional,163517868
ESTA,Establishment Labs Holdings,Medical Devices,1654082094
ESTC,Elastic,Software - Application,5586909960
ESTE,Earthstone Energy,Oil & Gas E&P,1827163482
ET,Energy Transfer LP,Oil & Gas Midstream,38589536701
ETAO,ETAO International Co.,Health Information Services,11211224
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",696050588
ETN,Eaton Corporation,Specialty Industrial Machinery,68281216049
ETNB,89bio,Biotechnology,795472038
ETON,Eton Pharmaceuticals,Biotechnology,98013685
ETR,Entergy,Utilities - Regulated Electric,22850685202
ETRN,Equitrans Midstream,Oil & Gas Midstream,2510993840
ETSY,"Etsy, Inc.",Internet Retail,13877173170
ETWO,E2open Parent Holdings,Software - Application,1759246320
EU,enCore Energy,Uranium,298127488
EUCR,Eucrates Biomedical Acquisition,Shell Companies,42649448
EUDA,EUDA Health Holdings,Health Information Services,33555900
EURN,Euronav NV,Oil & Gas Midstream,3387953360
EVA,Enviva,Lumber & Wood Production,2144051200
EVAX,Evaxion Biotech,Biotechnology,29856521
EVBG,Everbridge,Software - Application,1395921677
EVBN,Evans Bancorp,Banks - Regional,182939655
EVC,Entravision Communications,Broadcasting,629895786
EVCM,EverCommerce,Software - Infrastructure,2004835855
EVE,EVe Mobility Acquisition,Shell Companies,359728875
EVER,EverQuote,Internet Content & Information,462929770
EVEX,Eve Holding,Aerospace & Defense,1948240676
EVGN,Evogene,Biotechnology,27047727
EVGO,"EVgo, Inc.",Specialty Retail,2132341120
EVGR,Evergreen,Shell Companies,156081525
EVH,Evolent Health,Health Information Services,3603637400
EVI,EVI Industries,Industrial Distribution,248812740
EVLO,Evelo Biosciences,Biotechnology,20045051
EVLV,Evolv Technologies Holdings,Security & Protection Services,494975523
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,3754931965
EVOJ,Evo Acquisition,Shell Companies,40953944
EVOK,Evoke Pharma,Drug Manufacturers - Specialty & Generic,6351833
EVR,Evercore,Capital Markets,4453921836
EVRG,Evergy,Utilities - Regulated Electric,14032113449
EVRI,Everi Holdings,Gambling,1516845470
EVTC,EVERTEC,Software - Infrastructure,2193274125
EVTL,Vertical Aerospace,Aerospace & Defense,542281113
EVTV,Envirotech Vehicles,Auto Manufacturers,47316465
EW,Edwards Lifesciences,Medical Devices,50325736476
EWBC,East West Bancorp,Banks - Diversified,7825722000
EWCZ,European Wax Center,Household & Personal Products,1200302200
EWTX,Edgewise Therapeutics,Biotechnology,421960875
EXAI,Exscientia,Biotechnology,653675500
EXAS,Exact Sciences,Diagnostics & Research,12153721920
EXC,Exelon,Utilities - Regulated Electric,41651185445
EXEL,Exelixis,Biotechnology,6290528825
EXFY,Expensify,Software - Application,680036000
EXK,Endeavour Silver,Other Precious Metals & Mining,737184480
EXLS,ExlService Holdings,Information Technology Services,5389036098
EXP,Eagle Materials,Building Materials,5290675025
EXPD,Expeditors International of Washington,Integrated Freight & Logistics,17008694720
EXPE,Expedia Group,Travel Services,15197615325
EXPI,eXp World Holdings,Real Estate Services,2023851998
EXPO,Exponent,Consulting Services,5048540856
EXPR,Express,Apparel Retail,62725506
EXR,Extra Space Storage,REIT - Industrial,23861424034
EXTR,Extreme Networks,Communication Equipment,2469959840
EYE,National Vision Holdings,Specialty Retail,1488286449
EYEN,Eyenovia,Biotechnology,127507836
EYPT,EyePoint Pharmaceuticals,Biotechnology,120309498
EZFL,EZFill Holdings,Software - Application,7773334
EZGO,EZGO Technologies,Recreational Vehicles,62719989
EZPW,EZCORP,Credit Services,478598591
F,Ford Motor Company,Auto Manufacturers,52174333991
FA,First Advantage,Specialty Business Services,2062939112
FACT,Freedom Acquisition I,Shell Companies,445697710
FAF,First American Financial,Insurance - Specialty,5740382780
FAMI,Farmmi,Packaged Foods,10844215
FANG,Diamondback Energy,Oil & Gas E&P,24815860300
FANH,Fanhua,Insurance Brokers,466242728
FARM,Farmer Bros. Co.,Packaged Foods,77021668
FARO,FARO Technologies,Scientific & Technical Instruments,462185644
FAST,Fastenal Company,Industrial Distribution,30797637635
FAT,FAT Brands,Restaurants,116054978
FATBB,FAT Brands,Restaurants,122920360
FATE,Fate Therapeutics,Biotechnology,589248877
FATH,Fathom Digital Manufacturing,Computer Hardware,77259777
FATP,Fat Projects Acquisition,Shell Companies,88083771
FAZE,FaZe Holdings,Internet Content & Information,33345877
FBIN,Fortune Brands Innovations,Building Products & Equipment,7533414560
FBIO,Fortress Biotech,Biotechnology,108478621
FBIZ,First Business Financial Services,Banks - Regional,254676733
FBK,FB Financial,Banks - Regional,1449319452
FBMS,The First Bancshares,Banks - Regional,802377954
FBNC,First Bancorp,Banks - Regional,1451929728
FBP,First BanCorp.,Banks - Regional,2062292120
FBRT,Franklin BSP Realty Trust,REIT - Mortgage,988829980
FBRX,Forte Biosciences,Biotechnology,21210101
FC,Franklin Covey Co.,Consulting Services,534925350
FCAP,First Capital,Banks - Regional,89552871
FCBC,First Community Bankshares,Banks - Regional,406518915
